HK/   AAT og VLT:
Raw weights
                                                                                
8182 data points:
0001-5169  (5169 data points)   AAT/UCLES i Australien
5179-8182  (3013 data points)   VLT/UVES (ESO) i Chile
                                                                                
    Time (sec)    Data(m/s)    sigma(m/s)
-------------------------------------------
      570190.      1.44796     0.814143
      570216.      1.36856     0.768042
      570242.     0.239400     0.758950
      570268.     -1.26493     0.748506
      570294.    -0.492760     0.790079
      570319.    -0.512670     0.771065
      570345.     0.612980     0.770678
      570370.    -0.253880     0.752670
      570397.     0.660960     0.749449
      570422.    -0.275590     0.725301
      570448.     0.689330     0.800324
      570473.     0.806870     0.855992
      570499.      1.44492     0.728627
      570524.     0.473510     0.737703
      570550.    -0.316610     0.687954
      570575.     0.670380     0.755511
      570606.    -0.667520     0.749877
      570631.     0.477420     0.714095
      570656.    -0.119860     0.677969
      570683.     0.524500     0.754084
      570709.    -0.427240     0.653016
      570734.   -0.0925500     0.734786
      570760.    -0.218550     0.741577
      570785.    -0.371860     0.714506
      570811.    -0.816410     0.674146
      570836.      2.52846     0.791548
      570862.     0.718290     0.659370
      570888.      1.31424     0.698950
      570914.      1.48080     0.645679
      570939.     0.714080     0.683058
      570965.    0.0863500     0.699198
      570990.   0.00224000     0.686260
      571015.    -0.488650     0.711702
      571041.   -0.0566800     0.719685
      571066.     -1.10558     0.715646
      571091.    -0.424880     0.690412
      571116.    -0.838400     0.677058
      571142.    -0.387720     0.637015
      571168.    -0.194800     0.627805
      571196.    0.0244400     0.651490
      571221.    -0.141730     0.669635
      571246.    0.0240300     0.667281
      571272.     0.510370     0.701333
      571297.    -0.472840     0.724171
      571322.     0.100740     0.721051
      571347.     0.598550     0.720597
      571373.     0.470340     0.712891
      571398.     0.208050     0.634178
      571424.    -0.404980     0.692147
      571450.     -1.12851     0.633564
      571475.   0.00899000     0.680409
      571506.    -0.256160     0.664643
      571532.     0.486280     0.622651
      571557.    -0.130880     0.677145
      571583.     0.373140     0.624775
      571608.   -0.0491900     0.647782
      571634.     -1.22595     0.739882
      571660.     -1.15214     0.686044
      571686.    -0.369090     0.665946
      571712.    -0.748860     0.631672
      571737.   -0.0735300     0.575803
      571762.    -0.593490     0.655715
      571788.     -1.13436     0.646786
      571814.     -1.28294     0.598183
      571840.      1.25361     0.762743
      571865.    -0.123370     0.596068
      571891.    -0.148090     0.652641
      571916.    -0.187760     0.594779
      571943.     0.191530     0.583878
      571968.      1.60544     0.680961
      571994.      1.14588     0.688236
      572018.     0.905550     0.627139
      572046.    -0.436140     0.612027
      572072.    0.0916600     0.576033
      572100.    -0.653340     0.576541
      572125.   -0.0519200     0.557525
      572151.      1.11299     0.628228
      572177.    -0.368500     0.570409
      572203.     0.385230     0.643183
      572228.    -0.833170     0.559276
      572255.     -1.54664     0.626695
      572281.     -1.06139     0.564423
      572307.     -1.23923     0.596823
      572334.     0.180630     0.563238
      572360.     0.327760     0.587449
      572385.     -1.29007     0.579233
      572411.     -1.54710     0.629197
      572436.    -0.493390     0.623010
      572461.     0.320720     0.608131
      572487.     0.482940     0.634852
      572512.      1.13491     0.551598
      572538.      1.22072     0.648704
      572563.     0.783940     0.579987
      572589.    -0.408710     0.664113
      572615.     0.419460     0.569858
      572640.     0.428420     0.614952
      572667.     0.701430     0.569315
      572693.     0.609970     0.572980
      572719.     0.534970     0.597332
      572744.    -0.445690     0.647366
      572770.     -1.02670     0.625004
      572796.    -0.241730     0.589989
      572821.    -0.396220     0.599997
      572846.      1.47916     0.666145
      572872.     0.479750     0.628119
      572899.      1.65589     0.644534
      572925.      2.27749     0.620037
      572951.      2.15789     0.593454
      572976.      2.12407     0.630726
      573006.      1.83678     0.588849
      573033.      1.87983     0.580828
      573059.     0.446880     0.630363
      573085.     0.144760     0.588379
      573110.     0.443590     0.624426
      573138.     0.361450     0.648678
      573164.    -0.112370     0.634327
      573190.     -1.29446     0.657020
      573215.   -0.0163400     0.641512
      573242.    -0.560470     0.625181
      573267.     0.400390     0.624467
      573295.     0.788760     0.598738
      573320.      1.03418     0.646031
      573345.      1.90498     0.618618
      573372.     0.335440     0.653237
      573397.     0.601110     0.645048
      573423.      2.37539     0.610521
      573448.     0.871840     0.630741
      573476.     0.739470     0.575426
      573501.     0.762760     0.679789
      573527.    -0.645760     0.699305
      573552.    -0.413640     0.603262
      573578.    -0.927280     0.615613
      573606.     -1.38062     0.614816
      573632.    -0.784740     0.534929
      573658.    -0.546630     0.563860
      573683.   -0.0906000     0.538038
      573709.    -0.538820     0.616371
      573735.      1.19710     0.624253
      573761.    0.0633700     0.590435
      573787.      1.52983     0.590129
      573812.     0.674270     0.616269
      573837.    -0.456130     0.595040
      573863.     0.333430     0.547967
      573888.     0.287350     0.626909
      573913.    -0.669610     0.619510
      573939.     -1.32254     0.592246
      573964.    -0.859750     0.635496
      573989.    0.0741500     0.614086
      574015.     -1.37354     0.605490
      574041.    -0.434800     0.666947
      574065.     0.720360     0.616145
      574091.     0.429670     0.596627
      574116.    -0.100450     0.589367
      574141.     0.164270     0.619027
      574166.     -1.17399     0.623049
      574192.     0.602690     0.576634
      574217.    -0.964910     0.603900
      574243.    -0.600980     0.609304
      574268.    -0.554720     0.575744
      574294.     -1.38357     0.646246
      574320.    -0.985680     0.607528
      574345.   -0.0251900     0.589713
      574371.      1.29742     0.596364
      574397.      1.06702     0.551269
      574422.     -1.05644     0.622433
      574448.      1.06265     0.531935
      574473.     0.120630     0.551316
      574503.    -0.316680     0.600795
      574528.     -1.65016     0.637438
      574553.     -1.15600     0.620773
      574578.    -0.433060     0.605810
      574603.    -0.837940     0.620609
      574629.    -0.227510     0.589239
      574654.     -1.77499     0.652466
      574679.    -0.251180     0.648414
      574705.      1.09601     0.696487
      574732.     0.476580     0.653790
      574758.     0.550480     0.656232
      574783.     0.356680     0.703898
      574809.      1.25647     0.669705
      574836.     0.432230     0.740049
      574862.      1.14913     0.677832
      574888.     0.992150     0.688582
      574914.    0.0301600     0.615030
      575014.    -0.930530     0.571791
      575040.     -1.27804     0.591571
      575066.     -2.70091     0.741154
      575093.     -1.76842     0.636913
      575119.     -1.38256     0.639822
      575144.    -0.703420     0.596752
      575171.     -1.59827     0.591646
      575196.    -0.477390     0.618962
      575223.     0.583790     0.666023
      575250.     0.565740     0.590354
      575276.      1.04603     0.652438
      575302.   -0.0509500     0.621757
      575328.    -0.351470     0.614841
      575355.     0.786850     0.639284
      575380.     0.373060     0.548662
      575407.     0.570200     0.621114
      575433.   -0.0544900     0.601524
      575460.     -1.51440     0.555107
      575486.    -0.791860     0.520801
      575513.    -0.967290     0.571153
      575538.     -1.56741     0.541976
      575564.    -0.659230     0.509326
      575589.     -2.86266     0.634491
      575617.     -1.21831     0.536989
      575643.     0.853970     0.527364
      575669.      1.02810     0.496412
      575697.     0.842420     0.513745
      575723.      1.88791     0.528074
      575749.      1.48173     0.565898
      575776.      1.19625     0.564804
      575802.    -0.552940     0.663109
      575828.      1.28265     0.493864
      575854.     0.355970     0.565154
      575880.    -0.801730     0.583529
      575906.    -0.990080     0.539256
      575932.     -1.57233     0.554859
      575958.    -0.717250     0.553595
      575984.     -1.45116     0.509663
      576011.    -0.903380     0.561332
      576038.     -1.13715     0.537942
      576063.    -0.506120     0.513029
      576089.     0.584870     0.527764
      576114.    -0.205010     0.561981
      576141.    -0.332380     0.614801
      576168.     0.854540     0.531733
      576194.     0.814820     0.524468
      576221.     0.887660     0.557247
      576247.      1.66481     0.518584
      576274.     0.831280     0.552091
      576305.     0.119920     0.572924
