HK/   AAT og VLT:
Raw weights
                                                                                
8182 data points:
0001-5169  (5169 data points)   AAT/UCLES i Australien
5179-8182  (3013 data points)   VLT/UVES (ESO) i Chile
                                                                                
    Time (sec)    Data(m/s)    sigma(m/s)
-------------------------------------------
      585758.      2.67891     0.635687
      585784.      2.35033     0.661925
      585808.      1.58396     0.692575
      585834.      1.70157     0.691291
      585859.      1.68466     0.704146
      585886.     0.505950     0.711048
      585911.     -4.57103      3.23404
      585936.     -2.25551     0.663436
      585960.     -3.59527     0.662900
      585986.     -2.28900     0.607889
      586012.     -4.87452     0.797539
      586038.     -3.50868     0.646459
      586064.     -2.70475     0.665246
      586090.     -1.05200     0.696651
      586114.    -0.834450     0.661159
      586140.     0.747750     0.652926
      586164.      1.64673     0.600011
      586190.      1.94065     0.736603
      586216.      2.19126     0.597554
      586242.      1.53860     0.673691
      586266.      1.50154     0.716842
      586292.      1.33669     0.703147
      586318.     0.265720     0.669927
      586342.    -0.481980     0.646105
      586368.    -0.207270     0.698547
      586394.     -1.47431     0.681291
      586418.     -1.30676     0.656563
      586442.     -1.73060     0.725654
      586468.     -2.05700     0.670683
      586496.     -1.19050     0.665523
      586522.     -2.84884     0.744215
      586547.    -0.958590     0.681190
      586572.    -0.238220     0.609666
      586598.    -0.357960     0.638264
      586624.     0.634150     0.703247
      586650.      1.90875     0.680441
      586676.      1.75429     0.675236
      586700.     0.981680     0.869920
      586726.      2.62592     0.637915
      586752.      2.01031     0.624613
      586777.    -0.747760     0.675053
      586806.     0.879240     0.627260
      586832.     -1.20088     0.674165
      586858.     -1.12167     0.667374
      586884.     0.241100     0.693040
      586908.     0.246290     0.661264
      586934.    -0.399370     0.673242
      586960.    -0.198670     0.688791
      586984.     0.845850     0.616381
      587008.      1.37401     0.636903
      587033.    -0.128610     0.805539
      587059.    0.0795300     0.756351
      587084.      1.69820     0.656197
      587108.      1.89065     0.689098
      587134.   -0.0270100     0.689077
      587158.      1.14170     0.657972
      587183.     0.116240     0.648050
      587209.    -0.463100     0.635982
      587236.      2.19894     0.740968
      587261.     0.593600     0.730628
      587286.      1.01781     0.812579
      587312.      2.28097     0.660692
      587336.      2.42753     0.791794
      587362.      1.74912     0.757361
      587387.      3.17819     0.648838
      587412.      1.93763     0.737222
      587437.      2.24242     0.654867
      587462.      1.38884     0.676125
      587488.    -0.281860     0.799773
      587512.     -1.01701     0.817054
      587536.     -1.29039     0.752825
      587563.     -1.53283     0.813232
      587588.     -1.64400     0.869211
      587613.    -0.742500     0.721528
      587640.     -1.05413     0.806318
      587666.     0.515690     0.737769
      587692.     0.901980     0.707613
      587718.      3.76694     0.843413
      587742.      1.87353     0.711035
      587768.      2.58155     0.797577
      587794.      2.86357     0.791512
      587818.      2.18347     0.670099
      587844.      1.87793     0.762291
      587871.     0.979280     0.785868
      587896.     0.932730     0.623968
      587920.    -0.240430     0.792146
      587944.     -1.38102     0.742284
      587970.    -0.676510     0.748127
      587998.    -0.212250     0.723448
      588022.    -0.954240     0.757606
      588048.    -0.997400     0.682341
      588073.    -0.444240     0.706920
      588098.     -1.71510     0.791423
      588122.    -0.659330     0.850476
      588148.     0.285890     0.811792
      588172.     0.202170     0.728412
      588198.     0.517820     0.771634
      588223.    -0.143740     0.855656
      588248.     0.993010     0.685515
      588274.      1.59657     0.711899
      588300.      2.04753     0.724256
      588326.      1.49515     0.858685
      588350.      2.93708     0.687161
      588376.      1.78171     0.843676
      588402.      1.13495     0.750239
      588427.     0.490410     0.856058
      588452.      2.05296     0.751228
      588478.    0.0563000     0.667772
      588504.     -1.51425     0.911916
      588530.    -0.605820     0.710118
      588554.     -2.36420     0.804184
      588580.     -3.55246     0.746929
      588604.     -1.86982     0.725811
      588630.     -3.21286     0.904271
      588655.     -1.66711     0.777915
      588680.    -0.604670     0.792727
      588706.      1.07771     0.758160
      588730.     0.225470     0.732327
      588756.      3.49226     0.916587
      588780.      1.20562     0.783472
      588805.      1.95011     0.790840
      588830.      3.33226     0.837249
      588856.    -0.270130     0.988514
      588881.     0.569160     0.766574
      588906.     0.496480     0.770333
      588932.    -0.209750     0.785919
      588956.    -0.851650     0.723402
      588982.    -0.801330     0.730321
      589006.    -0.267100     0.786353
      589032.     -2.57001     0.869567
      589056.     -1.91463     0.841596
      589082.     -1.62190     0.833540
      589108.    -0.210460     0.714197
      589132.    -0.225330     0.769385
      589156.    -0.743240     0.997368
      589182.     0.732290     0.897955
      589208.      1.23936     0.835992
      589232.     0.454220     0.778728
      589258.     -1.40092     0.818067
      589284.    -0.676760     0.711131
      589308.     -3.32688     0.859515
      589334.     -2.52227     0.928142
      589358.     -1.76707     0.780416
      589384.    -0.241530     0.769038
      589410.     -1.66145     0.819885
      589434.    -0.161490     0.709167
      589460.    -0.660540     0.849560
      589484.     0.568650     0.773611
      589510.     -1.06594     0.869529
      589536.     0.502220     0.713786
      589561.     0.930640     0.784341
      589586.    0.0412800     0.785937
      589612.     -1.67239     0.834570
      589637.     -1.43382     0.880080
      589662.     -1.57960     0.786561
      589688.     -2.38187     0.821483
      589714.     -3.80783     0.824362
      589740.     -1.97880     0.728756
      589764.     -2.47474     0.862821
      589792.    -0.644640     0.802392
      589817.     -1.63902     0.876708
      589842.    -0.817620     0.811524
      589867.    -0.526290     0.847255
      589892.     0.518220     0.759016
      589918.      1.45505     0.879100
      589944.     0.327910     0.752728
      589968.      1.53006     0.897148
      589994.      1.91974     0.747887
      590019.      1.76394     0.840739
      590044.     0.295690     0.727530
      590071.      1.50935     0.685919
      590098.    -0.308330     0.780100
      590124.     -1.22299     0.897210
      590151.     -1.31665     0.754893
      590176.     -1.11346     0.820796
      590200.     -1.90370     0.808923
      590226.    -0.845650     0.732567
      590252.     -2.63654     0.802750
      590276.     -1.10869     0.871215
      590300.     0.240130     0.689513
      590326.     0.560800     0.715696
      590350.    -0.189480     0.731185
      590376.      1.72655     0.730661
      590404.      1.13742     0.699399
      590430.      1.38713     0.846663
      590454.      1.20323     0.877063
      590479.      1.16577     0.816512
      590505.      1.50263     0.670878
      590530.    -0.635440     0.790604
      590556.     0.826590     0.818833
      590580.     0.279100     0.835608
      590606.    0.0398700     0.840028
      590630.    -0.347090     0.890843
      590656.    -0.353700     0.849202
      590681.     0.626510     0.700905
      590706.     0.919600     0.753417
      590731.     0.897380     0.738772
      590756.    -0.228160     0.743280
      590780.      2.84280     0.893031
      590806.      1.04537     0.704986
      590830.    0.0926800     0.908032
      590856.      1.63787     0.821132
      590882.      1.67628     0.896184
      590906.   -0.0438600     0.757335
      590930.      1.12155     0.752576
      590954.      2.16152     0.871583
      590982.      1.72450     0.787768
      591006.     0.731690     0.853349
      591031.     0.692710     0.778984
      591056.     0.782310     0.761968
      591082.     0.275680     0.755506
      591106.     -2.63725      1.59984
      591132.    -0.743740     0.808638
      591156.     -1.73983     0.873250
      591180.    -0.257540     0.754310
      591206.    -0.148130     0.807679
      591232.    -0.760700     0.797372
      591258.    -0.171970     0.810344
      591284.    -0.486330     0.816532
      591310.     0.340010     0.795956
      591334.      1.59420     0.757925
      591362.    0.0901200     0.777239
      591390.     0.704460     0.786034
      591421.    -0.354130     0.723160
      591448.      2.05196     0.763596
      591473.     0.827210     0.685157
      591498.     0.158850     0.700604
      591522.     0.645500     0.794439
      591548.      1.03441     0.798069
      591571.     0.148210     0.825948
      591600.     0.741730     0.765978
      591624.      1.51070     0.773776
      591650.    -0.801550     0.753954
      591674.    -0.894140     0.821667
      591700.    -0.162920     0.759244
      591726.    -0.113490     0.728614
      591750.     0.471110     0.724386
      591776.    -0.328840     0.734035
      591800.    -0.487300     0.887980
      591826.    -0.894770     0.770056
      591851.     0.245430     0.771270
      591876.     0.686360     0.745869
      591906.    -0.203480     0.765098
      591930.    0.0398700     0.778301
      591956.   -0.0443700     0.806225
      591982.    -0.660780     0.763566
      592006.    -0.965900     0.740213
      592031.    -0.452960     0.738104
      592057.    0.0986200     0.756540
      592082.     0.406140     0.715207
      592106.    -0.924130     0.763205
      592132.    -0.669950     0.753895
      592156.    -0.253380     0.797300
      592182.     -1.76577     0.751670
      592206.    -0.339890     0.702277
      592232.     0.942760     0.845345
      592257.     -2.88011     0.877576
      592282.     -3.02824     0.860675
      592306.     -1.36811     0.692940
      592332.     -1.00682     0.766196
      592356.     -1.91990     0.826032
      592382.    -0.235880     0.750548
      592407.    -0.169410     0.750433
      592433.     0.923610     0.710706
      592458.    -0.238760     0.731293
      592482.   -0.0973000     0.775617
      592508.    -0.650600     0.752191
      592534.     -1.44949     0.791657
      592558.     -1.07278     0.754806
      592583.     -2.23164     0.816780
      592609.     -1.89566     0.806182
      592636.    -0.726260     0.792626
      592661.    -0.229870     0.804471
      592686.     0.131010     0.743497
      592710.    -0.414540     0.722697
      592736.     0.320830     0.761344
      592760.      2.14140     0.813089
      592787.      1.00452     0.739455
      592812.    -0.821440     0.745581
      592836.      1.04187     0.789892
      592862.    -0.509470     0.779021
      592964.     0.206210     0.600523
      592990.    -0.392950     0.608921
      593016.     0.805380     0.648769
      593040.     0.595620     0.608993
      593074.     0.725020     0.682645
      593103.     0.598180     0.682608
      593128.      2.20210     0.698389
      593153.      1.13325     0.677943
      593179.      1.43506     0.700254
      593203.      1.04738     0.756609
      593228.      2.49634     0.711937
      593254.      1.27049     0.723460
      593279.    -0.282780     0.736695
      593304.     0.780120     0.712147
      593329.     0.901100     0.755428
      593355.    0.0497700     0.752178
      593380.    -0.945830     0.664466
      593407.    -0.603390     0.712488
      593432.    -0.508880     0.720510
      593457.    -0.855290     0.870803
      593482.     0.844640     0.718393
      593507.      2.18625     0.800262
      593532.      2.09434     0.753308
      593557.      1.37745     0.698158
      593582.    -0.114130     0.727230
      593607.     0.990230     0.748862
      593632.      1.33665     0.815999
      593657.     0.480070     0.774154
      593683.     0.993070     0.751844
      593708.     0.385770     0.833460
      593733.    -0.430640     0.766745
      593759.     0.996320     0.784487
      593783.     0.254980     0.776182
      593808.     0.256990     0.737348
      593833.    -0.491950     0.738097
      593858.      1.48276     0.764453
      593884.     0.220310     0.795213
      593909.     0.250810     0.732893
      593935.      1.37195     0.732020
      593960.     0.993130     0.680138
      593985.    -0.502710     0.796992
      594010.    -0.878730     0.754491
      594035.    0.0778200     0.801841
      594061.    0.0249300     0.733834
      594087.     0.589260     0.780220
      594113.    -0.665940     0.746781
      594138.    -0.182280     0.807406
      594163.     0.281930     0.818969
      594188.      1.11907     0.810634
      594212.    -0.912760     0.853255
      594238.     0.899430     0.776594
      594264.     0.461090     0.869685
      594290.      1.17700     0.786008
      594380.      1.50341     0.682692
      594406.    -0.790010     0.893353
      594430.     0.830030     0.697337
      594456.      1.38444     0.680895
      594480.      1.97984     0.744662
      594504.      1.46154     0.750294
      594537.    -0.882840     0.617371
      594562.     -1.36117     0.606708
      594587.     -1.20341     0.618419
      594614.     -2.76775     0.696346
      594639.     -1.99687     0.660764
      594664.     -1.22594     0.668417
      594689.    -0.485690     0.655371
      594714.      1.83784     0.793822
      594740.     0.692250     0.694975
      594766.      1.32635     0.686868
      594791.      2.24285     0.750060
      594816.      1.52022     0.702806
      594841.      1.60920     0.684357
      594866.      2.13584     0.658229
      594893.     0.712680     0.654978
      594919.     -1.00943     0.665368
      594944.    -0.780760     0.628913
      594968.     -1.38307     0.609541
      594994.     -1.98251     0.674698
      595020.     -1.43674     0.579605
      595045.     -1.47513     0.650304
      595070.    -0.703890     0.651451
      595096.    0.0903500     0.695503
      595122.    -0.859600     0.677819
      595147.    -0.378870     0.615977
      595173.    -0.554600     0.711187
      595202.    0.0805500     0.609921
      595228.     0.921290     0.640552
      595254.    -0.430470     0.639485
      595280.    -0.531490     0.630743
      595305.    -0.995550     0.622856
      595330.    -0.791690     0.702310
      595355.     -2.59577     0.696772
      595380.     -1.96872     0.606160
      595406.     -1.93072     0.675003
      595431.     0.224070     0.743531
      595458.     -1.35818     0.685917
      595483.    -0.724190     0.588772
      595508.     0.351080     0.649628
      595534.      1.34952     0.619927
      595560.      2.51855     0.682834
      595585.      1.99706     0.678606
      595611.      1.24034     0.609613
      595636.     0.848660     0.640439
      595662.     0.205060     0.695171
      595687.     -1.33515     0.682118
      595713.     -2.18480     0.705140
      595739.     -2.00260     0.659823
      595764.     -3.11970     0.683748
      595789.     -2.36130     0.628942
      595815.     -2.87579     0.678124
      595840.     -1.42900     0.617824
      595866.     -1.52389     0.654863
      595891.    -0.445500     0.654813
      595916.     0.281610     0.643520
      595942.    -0.173690     0.650015
      595968.     0.827470     0.668297
      595993.      1.38253     0.665616
      596019.     0.309160     0.719886
      596044.    0.0840600     0.672134
      596069.     0.429490     0.627197
      596097.     0.435730     0.629430
      596124.    0.0401900     0.756769
      596149.    -0.951070     0.666590
      596174.     -1.58509     0.655602
      596199.     -1.26684     0.685356
      596225.     -1.63943     0.705165
      596250.     -1.32086     0.773826
      596275.     -1.22393     0.740201
      596301.    -0.984230     0.772150
      596326.      1.44853     0.692938
      596352.    -0.232290     0.708717
      596377.     0.639790     0.730765
      596406.     0.599110     0.743358
      596431.   -0.0785000     0.699143
      596458.     0.237330     0.653331
      596483.     0.955030     0.696356
      596509.     0.745230     0.672741
      596534.     -1.20286     0.691034
      596559.    -0.704650     0.799973
      596584.     -2.11493     0.737278
      596610.    -0.119230     0.759799
      596635.    -0.962590     0.701773
      596661.     -1.90875     0.726456
      596687.     -1.47504     0.770822
      596713.     0.188480     0.750074
      596738.     0.207940     0.723361
      596764.    0.0877500     0.717951
      596789.     0.514110     0.734235
      596815.      1.55058     0.677359
      596841.      2.38039     0.739491
      596866.      1.50843     0.730147
      596891.      1.80432     0.736702
      596916.      1.48105     0.689207
      596942.     0.383660     0.788051
      596968.    -0.600020     0.688237
      596993.     -1.63295     0.742434
      597019.     -2.17310     0.721187
      597045.    -0.395340     0.775747
      597071.    -0.695400     0.724802
      597097.     -2.15245     0.833468
      597123.     0.601430     0.701614
      590261.     -1.49931      2.32162
      590280.    -0.764090      2.37152
      590302.     0.752280      1.97772
      590323.      2.87348      1.96492
      590345.    -0.467120      2.38629
      590365.      1.59094      1.91110
      590386.      3.37255      1.67757
      590407.     0.480370      1.63818
      590428.      2.76572      1.85828
      590448.     0.174610      1.69742
      590468.     0.129420      1.55836
      590489.    -0.102450      1.43924
      590510.      2.82662      1.60981
      590531.      1.87734      1.84340
      590552.  -0.00172000      1.53462
      590573.      2.18438      1.73712
      590594.      3.73308      1.76961
      590615.      3.08283      1.50264
      590635.     0.184640      1.54160
      590656.     -1.23036      1.61385
      590676.     0.720150      1.64857
      590697.      1.02130      1.58503
      590717.      1.21189      1.64983
      590738.     0.927220      1.67786
      590758.      3.28469      1.94486
      590779.      2.85805      1.65072
      590799.      1.82712      1.70176
      590820.      1.84680      1.53960
      590841.      2.75683      1.65089
      590862.      1.37155      1.64928
      590884.      5.28296      1.70713
      590904.      5.02231      1.82228
      590925.     -1.19319      1.93285
      590945.     0.273210      1.82835
      590965.      1.48337      1.62019
      590985.      2.47474      1.54662
      591006.      4.69619      1.57333
      591027.     0.452550      1.75071
      591048.      1.50417      1.69881
      591068.      1.39328      1.64567
      591089.      3.09608      1.41982
      591109.      3.24045      1.83215
      591130.      3.85872      1.40903
      591151.    0.0897400      1.53691
      591171.    -0.619680      1.64975
      591192.    -0.709190      1.76523
      591212.     0.108960      1.75705
      591233.      2.35065      1.63876
      591253.     0.109100      1.70799
      591274.      2.42461      1.64412
      591294.     0.397010      1.53919
      591315.      1.16382      1.49504
      591336.      1.28290      1.71672
      591356.     -1.58548      1.65294
      591376.    -0.578960      1.67894
      591398.      3.39040      1.69207
      591418.      1.67732      1.60362
      591439.      2.42883      1.52085
      591459.      1.90061      1.65404
      591480.      3.32216      1.63133
      591500.      2.38834      1.47936
      591520.      5.32255      1.65977
      591541.     0.462470      1.73370
      591562.      3.47866      1.78684
      591582.      3.61903      1.60096
      591602.      1.04046      1.66722
      591623.    -0.777410      1.67586
      591643.      2.33026      1.81982
      591664.      2.94268      1.61816
      591684.      3.80772      1.55982
      591705.    -0.446510      1.58531
      591726.     -3.37364      1.89529
      591746.     -1.84449      1.43305
      591767.      2.23845      1.60216
      591787.      4.04178      1.69520
      591808.      2.91606      1.65736
      591829.      1.45854      1.78828
      591849.      2.50749      1.49403
      591870.      2.58677      1.37511
      591890.      5.10718      1.94471
      591911.     0.417630      1.67041
      591931.      1.29980      1.69920
      591952.      5.18948      2.18219
      591973.     0.293960      1.72993
      591993.      3.01145      1.75758
      592014.     -1.46905      1.44997
      592034.     -2.78798      1.60296
      592055.      2.33136      1.59556
      592075.     0.630950      1.43451
      592096.     -1.25372      1.68755
      592117.      1.74567      1.68992
      592138.   -0.0354100      1.71435
      592158.      3.98216      1.46922
      592179.      2.05421      1.42257
      592199.    -0.730800      1.43424
      592220.      1.84528      1.73333
      592240.     -1.15096      1.69607
      592262.     -2.68763      1.77044
      592283.     -2.36585      1.60349
      592304.     -1.17491      1.53520
      592324.      1.86018      1.48642
      592344.     0.368150      1.42827
      592365.     -3.38975      1.53989
      592385.     -1.49788      1.54075
      592406.    -0.893120      1.40720
      592427.     -1.30953      1.48650
      592447.     0.584650      1.34262
      592469.     0.958610      1.47584
      592490.     -2.24607      1.67494
      592510.     -1.10807      1.33813
      592531.      4.12307      1.81681
      592551.     -1.70253      1.35347
      592572.    -0.756500      1.61217
      592592.     -5.10765      2.02967
      592613.    -0.847220      1.70742
      592633.      2.03828      1.59689
      592654.     -2.12677      1.55973
      592675.    -0.530750      1.57039
      592696.     0.119140      1.35699
      592716.     0.462790      1.73839
      592737.     0.470540      1.40133
      592757.     -2.12416      1.65006
      592778.      1.20813      1.43049
      592798.      2.15302      1.36393
      592819.     -1.79771      1.76962
      592839.      1.01692      1.66320
      592860.      3.71973      1.44434
      592882.    -0.955700      1.41416
      592902.      1.61014      1.39922
      592922.      1.64174      1.51767
      592943.     0.736290      1.65927
      592963.     -2.56923      1.73166
      592984.     -1.09256      1.58364
      593005.      2.32251      1.46922
      593025.     0.714260      1.63210
      593045.      2.20235      1.74485
      593067.     0.668150      1.63251
      593088.      2.53433      2.05631
      593109.      1.24876      1.90237
      593130.      1.95136      1.44272
      593152.      3.47490      1.39175
      593172.      2.73658      1.40038
      593193.      1.66997      1.45928
      593214.      3.05084      1.63654
      593234.     0.855220      1.45376
      593255.     -1.38840      1.65751
      593275.     -1.27062      1.42552
      593296.     -2.73214      1.60069
      593316.     0.770310      1.56762
      593337.      1.69388      1.31852
      593357.      1.50659      1.47541
      593378.    -0.208900      1.60713
      593398.    -0.284130      1.44200
      593418.      2.20364      1.67189
      593439.     0.178260      1.22461
      593460.     -1.05313      1.46400
      593480.      4.41354      1.67998
      593501.     -1.44770      1.44249
      593522.     -2.19730      1.38755
      593542.     0.360470      1.39900
      593563.      3.03837      1.50079
      593583.     -2.63369      1.51104
      593603.     0.839000      1.39162
      593624.     -1.62417      1.39784
      593645.     0.674180      1.46797
      593665.     0.784750      1.65664
      593686.     0.962350      1.47746
      593706.      2.37757      1.60662
      593726.    -0.438010      1.74282
      593747.    -0.693570      1.75429
      593767.     0.690980      1.70003
      593788.      1.90712      1.64205
      593809.     -2.83689      1.52054
      593829.     -1.40706      1.86667
      593850.     -3.99988      1.81895
      593870.    -0.418120      1.44687
      593891.   -0.0694800      1.51569
      593911.     -1.05640      1.71911
      593932.     0.736800      1.80850
      593952.     0.439450      1.61863
      593973.   -0.0464400      1.40577
      593993.    -0.524320      1.48718
      594014.     -2.24973      1.33313
      594035.    -0.948030      1.46791
      594056.    -0.882390      1.48881
      594076.    -0.233710      1.46246
      594096.     -1.41539      1.43405
      594117.    -0.590230      1.63618
      594158.      2.33200      2.08277
      594182.      1.29513      1.95348
      594208.    -0.675140      2.17884
      594231.     -2.77815      1.92306
      594255.     -3.00545      1.76066
      594278.      2.19301      3.41001
      594327.     -8.38687      3.71781
      594350.     -1.68173      1.39587
      594392.    -0.365730      3.12945
      594419.     0.124370      3.52279
      594446.      3.11845      3.21590
      594475.      1.97785      1.49036
      594506.    -0.172720      1.49910
      594540.     -2.16201      1.58950
      594574.      5.15711      5.80246
      594604.     -6.68492      3.32459
      594633.     -1.09628      1.16636
      594660.    -0.708210      1.30410
      594685.     0.102690      1.45162
      594709.      1.21339      1.41205
      594732.      5.27589      1.32060
      594755.      9.96866      6.44369
      594777.      1.35162      1.48240
      594798.      2.83660      1.88850
      594862.      2.59112      1.55682
      594885.     -1.58123      1.36708
      594909.      2.63630      1.34957
      594931.     -4.28924      1.64887
      594951.     -1.96584      1.42937
      594972.     -1.53017      1.61233
      594992.     -2.89532      1.57784
      595013.    -0.829370      1.45501
      595033.     -2.78436      1.43246
      595054.      1.28489      1.51924
      595074.   -0.0911800      1.56358
      595095.    -0.200260      1.69669
      595115.     0.590300      1.73939
      595135.     -1.45066      1.88407
      595155.    -0.129320      1.59844
      595174.      3.56271      1.62846
      595194.      2.82252      1.48746
      595214.      2.12576      1.52530
      595234.      3.28437      1.68404
      595253.    -0.207670      1.68117
      595273.     0.413910      1.50438
      595293.      1.12578      1.79206
      595312.     -1.48536      1.41937
      595332.     -2.85223      1.83266
      595351.     -1.46901      1.63382
      595371.      1.82136      1.67881
      595391.     -2.11131      1.69923
      595411.     -2.43054      1.70067
      595431.     -2.98394      1.83823
      595450.     -1.10078      1.73369
      595470.     0.460460      1.45607
      595490.     -1.17967      1.76269
      595510.     -2.08887      1.52458
      595530.    -0.293040      1.49492
      595550.      1.33998      1.51391
      595569.     -2.11697      1.57317
      595589.     0.934370      1.78848
      595608.     -1.26264      1.53230
      595628.      2.06778      2.01005
      595648.     -2.36025      1.94151
      595668.     -1.86909      1.57841
      595688.    -0.649540      1.89260
      595707.     -1.66546      1.68438
      595727.     -1.78592      1.75321
      595746.     -2.69344      1.48205
      595766.     -3.86800      1.69548
      595786.    -0.291530      1.77581
      595805.     -3.48174      1.65941
      595825.     -2.55307      1.70304
      595844.      1.35370      1.63945
      595865.    -0.191820      1.76821
      595884.     -2.40632      1.64804
      595904.    -0.526000      1.87851
      595924.      1.25951      1.60009
      595944.    -0.454820      1.64115
      595963.      1.29367      2.14787
      595983.      2.49495      3.07088
      596004.    -0.919660      3.37977
      596115.     -3.12703      3.44554
      596147.     0.798790      3.53288
      596273.     -1.67791      2.86072
      596317.     -1.81250      1.82808
      596352.      5.31078      2.43542
      596384.      2.98172      2.75849
      596418.      2.46761      1.26966
      596452.      2.56339      2.02257
      596483.    -0.449470      2.79543
      596612.     -2.20894      2.56621
      596641.     0.274650      1.28292
      596665.    -0.217790      1.47013
      596688.    -0.134240      1.32196
      596712.      1.24576      1.39481
      596733.     -2.40260      1.69723
      596754.      1.75702      1.57878
      596774.    -0.873770      1.56430
      596795.      3.77213      1.61516
      596815.     -1.37651      1.74368
      596835.      1.86988      1.56330
      596856.      1.76564      1.65293
      596876.    -0.100910      1.78394
      596896.      7.65126      2.92128
      596917.      4.64683      1.66626
      596937.      1.88419      1.91304
      596958.      1.43411      1.62538
      596979.     -1.75573      1.49793
      596999.     -1.33823      1.55622
      597020.      2.46869      2.30761
      597045.     -1.04417      1.98243
      597068.      5.18233      2.64483
      597092.     0.498010      2.76503
      597118.     -2.28203      2.09398
      597144.     0.300860      1.23610
      597171.      1.26111      2.41718
      597232.      3.07547      2.81068
      597263.    -0.406680      1.32735
      597291.      4.29450      2.58167
      597502.     0.837510      1.46979
      597537.      3.00189      2.50191
      597569.     -3.58422      2.29940
      597603.      2.64782      1.23262
      597631.     0.224470      1.26107
      597655.      6.86263      3.54074
      597677.     0.119580      1.38338
      597697.      1.16596      1.44813
      597718.     0.956510      1.39163
      597738.     -1.44571      1.48473
      597759.     0.429130      1.78896
      597778.     -4.09781      1.54665
      597797.      1.34633      2.23581
      597818.   -0.0600500      1.53812
      597840.     -1.87887      1.34942
      597861.     -1.69010      1.52927
      597883.    -0.790040      1.60183
      597904.     -3.61193      1.55505
      597926.     0.889590      1.41595
      597947.    -0.174420      1.45773
      597969.      3.89677      1.55813
      597990.     0.566110      1.42658
      598012.      3.40668      1.57343
      598035.      1.37799      1.49061
      598056.   0.00462000      1.45727
      598078.      1.85168      1.52236
      598099.    -0.394990      1.39225
      598120.    -0.956470      1.29668
      598142.     -2.54707      1.44790
      598164.    0.0715800      1.38347
      598186.    -0.839890      1.25675
      598208.     0.540050      1.40656
      598229.      1.01140      1.57952
      598250.      1.87449      1.42980
      598271.      1.67858      1.30756
      598291.      1.82481      1.30922
      598312.      2.97380      1.35921
      598334.      1.80927      1.40589
      598353.      1.24692      1.37938
      598373.      1.93914      1.49142
      598393.      1.63170      1.44905
      598413.      3.94235      1.41692
      598433.    -0.569370      1.67683
      598453.  0.000570000      1.32561
      598473.    -0.152850      1.32110
      598492.     -1.01640      1.44968
      598512.      1.93911      1.59542
      598532.      1.18672      1.45866
      598552.     -1.46764      1.61872
      598573.    -0.640710      1.52538
      598593.     -3.03723      1.59705
      598612.      1.47753      1.43441
      598632.      2.10326      1.47748
      598652.     0.457060      1.40743
      598671.    -0.516030      1.49546
      598691.    -0.648800      1.45143
      598711.      1.41704      1.35482
      598731.      3.57047      1.35339
      598751.    -0.724700      1.36626
      598770.      1.05531      1.58410
      598790.      4.07605      1.43271
      598810.     -1.56975      1.57854
      598830.    -0.961750      1.72481
      598849.    -0.900430      1.58573
      598869.     -1.05926      1.41901
      598888.    -0.955820      1.45140
      598908.     -1.10214      1.45011
      598928.     -4.24439      1.47293
      598948.     -1.32892      1.48766
      598968.     -4.66340      1.61953
      598990.     -1.87942      1.33120
      599010.     -1.86242      1.55861
      599030.    -0.253320      1.38305
      599049.     -1.16008      1.83641
      599069.      5.21291      2.53511
      599090.    0.0428500      2.80555
      599112.      2.41575      1.29070
      599136.      2.46052      1.32484
      599159.     0.109310      2.34715
      599206.     -2.01267      1.65971
      599230.    -0.325250      1.68972
      599253.     0.757710      1.55568
      599277.     0.842480      1.31865
      599300.      3.50742      1.30615
      599324.      5.01305      1.44168
      599347.     0.784030      1.39156
      599368.     0.743310      1.64924
      599390.      1.38408      1.45111
      599411.     -2.69181      1.50537
      599433.     -1.25255      1.64671
      599455.     -1.50276      1.45439
      599476.      1.63882      1.32297
      599498.    -0.798430      1.53122
      599517.     -1.93569      2.16736
      599540.     -1.54551      1.77729
      599563.      1.57945      1.28877
      599587.     0.998600      1.31500
      599611.     0.483830      1.33498
      599634.     0.811540      1.66747
      599656.      1.54778      2.10953
      599678.     -1.55838      2.51217
      599699.     -2.56597      2.73383
      599721.    -0.300420      1.48206
      599742.      1.88224      1.39952
      599764.      6.74679      1.99509
      599786.      10.4715      24.5383
      599807.     0.209330      1.38747
      599829.     0.460620      1.47663
      599848.     0.639770      1.42785
      599867.     -1.44704      1.65886
      599887.     -3.80591      1.73909
      599907.      1.28421      1.44155
      599927.     -3.89755      1.62493
      599947.     -3.52615      1.54437
      599966.      2.07422      1.66487
      599986.    -0.347780      1.34747
      600006.     -1.26192      1.58611
      600025.    -0.317370      1.49526
      600044.     -1.82690      1.51883
      600063.      2.18314      1.44915
      600082.     -1.01443      1.79003
      600100.    0.0735600      1.54006
      600119.      3.11151      1.68494
      600139.     0.126150      1.47922
      600157.     -2.74795      2.61238
      600177.      5.59847      1.64168
      600196.      2.58025      1.64769
      600215.      1.09162      1.46774
      600234.      2.19546      1.51178
      600253.      1.88677      1.93091
      600272.     -2.45881      1.65726
      600293.     -1.69962      1.72293
      600312.     -6.44869      1.85440
      600331.     -1.10440      1.57633
      600350.     -4.77454      1.92506
      600369.     -1.39513      1.50901
      600387.     -3.87247      1.60205
      600406.    -0.427290      1.56100
      600425.     -5.00220      1.72123
      600445.     -2.80439      1.58773
      600463.     -2.69984      1.63199
      600482.     0.467130      1.60303
      600501.    -0.646230      1.65049
      600520.      1.35584      1.56930
